id,type,source,target
136560,\,36268,15193
136561,\,52450,15193
136562,\,82934,15193
136563,\,84944,15193
136564,\,8013,4180
136565,\,34668,4180
136566,\,29493,4180
136567,\,43294,4180
136568,\,53251,4180
136569,\,62367,4180
136570,\,102855,4180
136571,\,4245,4180
136572,\,4371,4180
136573,\,13,13799
136574,\,4927,13799
136575,\,6833,13799
136576,\,8138,13799
136577,\,13781,13799
136578,\,13789,13799
136579,\,13796,13799
136580,\,13800,13799
136581,\,17169,13799
136582,\,17267,13799
136583,\,17848,13799
136584,\,17847,13799
136585,\,17852,13799
136586,\,17835,13799
136587,\,17836,13799
136588,\,17841,13799
136589,\,17842,13799
136590,\,33070,13799
136591,\,5291,18204
136592,\,5771,18204
136593,\,9187,18204
136594,\,11547,18204
136595,\,18198,18204
136596,\,18203,18204
136597,\,18646,18204
136598,\,18638,18204
136599,\,18950,18204
136600,\,19125,18204
136601,\,23012,18204
136602,\,29531,18204
136603,\,51041,18204
136604,\,5289,18058
136605,\,5769,18058
136606,\,9185,18058
136607,\,9256,18058
136608,\,11546,18058
136609,\,23011,18058
136610,\,34857,18058
136611,\,29920,18058
136612,\,30075,18058
136613,\,32084,18058
136614,\,35960,18058
136615,\,36423,18058
136616,\,36471,18058
136617,\,36525,18058
136618,\,36784,18058
136619,\,17923,17919
136620,\,18201,18198
136621,\,18489,18493
136622,\,18491,18493
136623,\,18492,18493
136624,\,18494,18493
136625,\,18495,18493
136626,\,18496,18493
136627,\,18497,18493
136628,\,18498,18493
136629,\,18578,18576
136630,\,18593,18595
136631,\,70,18846
136632,\,5793,18846
136633,\,11088,18846
136634,\,11564,18846
136635,\,18861,18846
136636,\,23042,18846
136637,\,28410,18846
136638,\,29951,18846
136639,\,32123,18846
136640,\,36825,18846
136641,\,51079,18846
136642,\,63331,18846
136643,\,77459,18846
136644,\,83032,18846
136645,\,84991,18846
136646,\,86278,18846
136647,\,93472,18846
136648,\,94126,18846
136649,\,19914,18784
136650,\,19932,18784
136651,\,18875,18893
136652,\,18877,18893
136653,\,18878,18893
136654,\,18879,18893
136655,\,9207,19043
136656,\,29967,19043
136657,\,36850,19043
136658,\,75785,19043
136659,\,33118,15193
136660,\,85367,19043
136661,\,94144,19043
136662,\,95745,19043
136663,\,96069,19043
136664,\,103759,19043
136665,\,19403,19409
136666,\,9076,19409
136667,\,9924,19409
136668,\,23065,19409
136669,\,36870,19409
136670,\,63346,19409
136671,\,83070,19409
136672,\,83576,19409
136673,\,94175,19409
136674,\,96070,19409
136675,\,19494,19710
136676,\,19512,19710
136677,\,111906,19710
136678,\,19520,19710
136679,\,19521,19710
136680,\,19522,19710
136681,\,19523,19710
136682,\,19322,19710
136683,\,19323,19710
136684,\,19362,19710
136685,\,19366,19710
136686,\,19376,19710
136687,\,19451,19710
136688,\,19453,19710
136689,\,19338,19710
136690,\,19340,19710
136691,\,19845,19736
136692,\,19844,19736
136693,\,19853,19736
136694,\,19704,19736
136695,\,19851,19736
136696,\,19852,19736
136697,\,19852,19873
136698,\,19867,19861
136699,\,20860,20866
136700,\,20861,20866
136701,\,20863,20866
136702,\,20865,20866
136703,\,20133,20424
136704,\,20135,20424
136705,\,20136,20424
136706,\,20138,20424
136707,\,20143,20424
136708,\,20146,20424
136709,\,20147,20424
136710,\,20152,20424
136711,\,20693,20704
136712,\,20696,20704
136713,\,20469,20474
136714,\,5855,20581
136715,\,637,20867
136716,\,664,20867
136717,\,666,20867
136718,\,672,20867
136719,\,4143,20867
136720,\,4144,20867
136721,\,4145,20867
136722,\,5325,20867
136723,\,5718,20867
136724,\,5863,20867
136725,\,11640,20867
136726,\,14052,20867
136727,\,14226,20867
136728,\,14797,20867
136729,\,16686,20867
136730,\,16688,20867
136731,\,17959,20867
136732,\,79838,21223
136733,\,21428,21439
136734,\,21427,21439
136735,\,21390,21439
136736,\,21358,21439
136737,\,21363,21439
136738,\,21373,21439
136739,\,111918,21439
136740,\,85029,21439
136741,\,5922,21439
136742,\,8940,21439
136743,\,9077,21439
136744,\,9238,21439
136745,\,9258,21439
136746,\,9637,21439
136747,\,11667,21439
136748,\,11751,21439
136749,\,21343,21439
136750,\,21441,21439
136751,\,23137,21439
136752,\,5334,21862
136753,\,5945,21862
136754,\,9242,21862
136755,\,11677,21862
136756,\,21858,21862
136757,\,21863,21862
136758,\,33186,21862
136759,\,85004,19043
136760,\,51238,21862
136761,\,95455,21862
136762,\,103001,21862
136763,\,103844,21862
136764,\,22496,22535
136765,\,22637,22644
136766,\,1055,22675
136767,\,22646,22675
136768,\,11738,22794
136769,\,22466,22794
136770,\,22469,22794
136771,\,112027,22794
136772,\,1041,22798
136773,\,1120,22798
136774,\,497,22798
136775,\,2627,22798
136776,\,3326,22798
136777,\,4400,22798
136778,\,4544,22798
136779,\,5352,22798
136780,\,5976,22798
136781,\,9252,22798
136782,\,11740,22798
136783,\,11739,22798
136784,\,15417,22798
136785,\,16708,22798
136786,\,23177,22798
136787,\,30063,22798
136788,\,31801,22798
136789,\,32154,22798
136790,\,33258,22798
136791,\,33257,22798
136792,\,1041,22797
136793,\,1120,22797
136794,\,497,22797
136795,\,2627,22797
136796,\,3326,22797
136797,\,4400,22797
136798,\,4544,22797
136799,\,5352,22797
136800,\,5976,22797
136801,\,9252,22797
136802,\,11740,22797
136803,\,11739,22797
136804,\,16708,22797
136805,\,21242,22797
136806,\,23177,22797
136807,\,30063,22797
136808,\,31801,22797
136809,\,32154,22797
136810,\,33258,22797
136811,\,33257,22797
136812,\,5985,24878
136813,\,9279,24878
136814,\,11774,24878
136815,\,23185,24878
136816,\,30085,24878
136817,\,33306,24878
136818,\,37139,24878
136819,\,51296,24878
136820,\,74281,24878
136821,\,77575,24878
136822,\,85101,24878
136823,\,95597,24878
136824,\,103021,24878
136825,\,103934,24878
136826,\,26909,26906
136827,\,26928,26906
136828,\,6019,27988
136829,\,48267,21924
136830,\,21930,22032
136831,\,21931,22032
136832,\,21934,22032
136833,\,5953,22198
136834,\,6756,22198
136835,\,9078,22198
136836,\,8883,22198
136837,\,11698,22198
136838,\,14232,22198
136839,\,21901,22198
136840,\,22177,22198
136841,\,22195,22198
136842,\,22197,22198
136843,\,22199,22198
136844,\,22203,22198
136845,\,22204,22198
136846,\,23162,22198
136847,\,30043,22198
136848,\,32997,22198
136849,\,33201,22198
136850,\,111926,111924
136851,\,1137,111925
136852,\,11741,111925
136853,\,23180,111925
136854,\,30067,111925
136855,\,37084,111925
136856,\,74271,111925
136857,\,83159,111925
136858,\,94360,111925
136859,\,37006,21862
136860,\,11753,23337
136861,\,23334,23337
136862,\,30076,23337
136863,\,51290,23337
136864,\,63379,23337
136865,\,83184,23337
136866,\,95519,23337
136867,\,23598,111938
136868,\,23600,111938
136869,\,23598,23588
136870,\,23597,23588
136871,\,23600,23588
136872,\,1187,23659
136873,\,23652,23659
136874,\,23651,23659
136875,\,23653,23659
136876,\,23655,23659
136877,\,23656,23659
136878,\,23657,23659
136879,\,111940,23659
136880,\,23658,23659
136881,\,27150,23659
136882,\,41396,23659
136883,\,11760,23659
136884,\,33282,23659
136885,\,37116,23659
136886,\,85071,23659
136887,\,95542,23659
136888,\,1186,23636
136889,\,9267,23636
136890,\,83204,23636
136891,\,83203,23636
136892,\,23877,23884
136893,\,23878,23884
136894,\,23880,23884
136895,\,23881,23884
136896,\,83211,23884
136897,\,23877,24007
136898,\,23878,24007
136899,\,23880,24007
136900,\,23881,24007
136901,\,83211,24007
136902,\,1200,24029
136903,\,1201,24029
136904,\,24023,24029
136905,\,24024,24029
136906,\,24025,24029
136907,\,24026,24029
136908,\,24027,24029
136909,\,24028,24029
136910,\,24030,24029
136911,\,24031,24029
136912,\,27153,24029
136913,\,41402,24029
136914,\,41403,24029
136915,\,95556,24029
136916,\,1211,24185
136917,\,1213,24185
136918,\,24202,24185
136919,\,24204,24185
136920,\,24207,24185
136921,\,24210,24185
136922,\,24218,24185
136923,\,37124,24185
136924,\,60619,24185
136925,\,95565,24185
136926,\,88457,24185
136927,\,24294,24292
136928,\,25334,25273
136929,\,11793,26121
136930,\,30109,26121
136931,\,95626,26121
136932,\,103029,26121
136933,\,103944,26121
136934,\,26215,26232
136935,\,1338,26381
136936,\,9298,26381
136937,\,23199,26381
136938,\,33352,26381
136939,\,37186,26381
136940,\,63397,26381
136941,\,74293,26381
136942,\,83293,26381
136943,\,85123,26381
136944,\,85383,26381
136945,\,95632,26381
136946,\,33371,26573
136947,\,36923,26573
136948,\,37202,26573
136949,\,51319,26573
136950,\,83308,26573
136951,\,9309,26722
136952,\,26666,26722
136953,\,26699,26722
136954,\,26711,26722
136955,\,37207,26722
136956,\,74312,26722
136957,\,95640,26722
136958,\,11023,29364
136959,\,103899,111925
136960,\,35058,29364
136961,\,35057,29364
136962,\,35180,29364
136963,\,36408,29364
136964,\,36407,29364
136965,\,38514,29364
136966,\,38979,29364
136967,\,39001,29364
136968,\,63811,29364
136969,\,63810,29364
136970,\,75566,29364
136971,\,75565,29364
136972,\,77615,29364
136973,\,77614,29364
136974,\,83541,29364
136975,\,83540,29364
136976,\,83357,29364
136977,\,83356,29364
136978,\,83486,29364
136979,\,85171,29364
136980,\,85170,29364
136981,\,86103,29364
136982,\,94412,29364
136983,\,94413,29364
136984,\,94693,29364
136985,\,29109,111949
136986,\,48770,111949
136987,\,112177,111949
136988,\,7579,29451
136989,\,24911,29451
136990,\,29419,29451
136991,\,33439,29451
136992,\,35065,29451
136993,\,89617,29451
136994,\,89628,29451
136995,\,95709,29451
136996,\,7579,29450
136997,\,24911,29450
136998,\,29419,29450
136999,\,33439,29450
137000,\,35065,29450
137001,\,89617,29450
137002,\,89628,29450
137003,\,95709,29450
137004,\,24911,29449
137005,\,29419,29449
137006,\,33439,29449
137007,\,35065,29449
137008,\,89617,29449
137009,\,89628,29449
137010,\,95709,29449
137011,\,47731,29365
137012,\,7574,29391
137013,\,8951,29391
137014,\,9803,29391
137015,\,11024,29391
137016,\,24904,29391
137017,\,35059,29391
137018,\,36413,29391
137019,\,53085,29391
137020,\,63812,29391
137021,\,82831,29391
137022,\,84859,29391
137023,\,85172,29391
137024,\,85344,29391
137025,\,95705,29391
137026,\,102666,29391
137027,\,7989,41816
137028,\,11303,41816
137029,\,25133,41816
137030,\,35196,41816
137031,\,36687,41816
137032,\,53216,41816
137033,\,63871,41816
137034,\,75842,41816
137035,\,85523,41816
137036,\,96291,41816
137037,\,8003,42741
137038,\,25149,42741
137039,\,53239,42741
137040,\,84820,42741
137041,\,96307,42741
137042,\,11316,43181
137043,\,43182,43181
137044,\,43183,43181
137045,\,103137,43181
137046,\,36701,43207
137047,\,17258,42686
137048,\,8000,42686
137049,\,9145,42686
137050,\,34785,42686
137051,\,35212,42686
137052,\,43403,42686
137053,\,33539,42686
137054,\,36609,42686
137055,\,42652,42686
137056,\,42654,42686
137057,\,42655,42686
137058,\,42657,42686
137059,\,33437,29364
137060,\,42662,42686
137061,\,49261,42686
137062,\,75767,42686
137063,\,75857,42686
137064,\,49258,41465
137065,\,29555,28184
137066,\,75513,28184
137067,\,85134,28184
137068,\,7527,28323
137069,\,8941,28323
137070,\,24885,28323
137071,\,28779,28323
137072,\,28780,28323
137073,\,28781,28323
137074,\,28793,28323
137075,\,35031,28323
137076,\,36355,28323
137077,\,75524,28323
137078,\,77605,28323
137079,\,83328,28323
137080,\,85140,28323
137081,\,95665,28323
137082,\,102651,28323
137083,\,29008,29040
137084,\,29013,29040
137085,\,29018,29040
137086,\,29023,29040
137087,\,29024,29040
137088,\,29025,29040
137089,\,29026,29040
137090,\,29027,29040
137091,\,29028,29040
137092,\,29029,29040
137093,\,29030,29040
137094,\,29037,29040
137095,\,29038,29040
137096,\,95683,29040
137097,\,11095,30150
137098,\,24927,30150
137099,\,63827,30150
137100,\,75613,30150
137101,\,95763,30150
137102,\,102685,30150
137103,\,75623,30527
137104,\,95794,30527
137105,\,102704,30527
137106,\,36488,30837
137107,\,8978,31005
137108,\,24958,31005
137109,\,75635,31005
137110,\,83423,31005
137111,\,95829,31005
137112,\,102722,31005
137113,\,112152,31450
137114,\,31451,31450
137115,\,31607,31620
137116,\,31601,31620
137117,\,31579,31620
137118,\,31706,31703
137119,\,31709,31703
137120,\,53099,31703
137121,\,5257,31730
137122,\,5257,31729
137123,\,7649,31729
137124,\,7681,32234
137125,\,11147,32234
137126,\,27254,32234
137127,\,33450,32234
137128,\,35098,32234
137129,\,53104,32234
137130,\,83466,32234
137131,\,95892,32234
137132,\,103081,32234
137133,\,24990,32268
137134,\,9022,33402
137135,\,36552,33402
137136,\,63845,33402
137137,\,75717,33402
137138,\,95912,33402
137139,\,102769,33402
137140,\,33679,33677
137141,\,36581,34278
137142,\,9048,35366
137143,\,75772,35366
137144,\,83558,35366
137145,\,85325,35366
137146,\,95989,35366
137147,\,102803,35366
137148,\,35235,35232
137149,\,35239,35232
137150,\,35240,35232
137151,\,36610,35232
137152,\,35235,35660
137153,\,35239,35660
137154,\,35240,35660
137155,\,36610,35660
137156,\,35792,35790
137157,\,75783,36714
137158,\,96063,36714
137159,\,42659,42686
137160,\,9056,35820
137161,\,16622,35820
137162,\,75779,35820
137163,\,81059,35820
137164,\,83570,35820
137165,\,85334,35820
137166,\,96020,35820
137167,\,96021,35820
137168,\,36561,36581
137169,\,36612,36610
137170,\,37375,37374
137171,\,37376,37374
137172,\,37377,37374
137173,\,37378,37374
137174,\,37379,37374
137175,\,37380,37374
137176,\,9088,37863
137177,\,85405,37863
137178,\,96115,37863
137179,\,9101,38864
137180,\,25056,38864
137181,\,38904,38864
137182,\,38909,38864
137183,\,38910,38864
137184,\,38917,38864
137185,\,75803,38864
137186,\,85452,38864
137187,\,96157,38864
137188,\,37330,39212
137189,\,9117,39985
137190,\,40629,39985
137191,\,39973,39985
137192,\,5265,40172
137193,\,36644,40172
137194,\,53183,40172
137195,\,7927,39989
137196,\,9118,39989
137197,\,11198,39989
137198,\,25066,39989
137199,\,33492,39989
137200,\,35128,39989
137201,\,36631,39989
137202,\,53167,39989
137203,\,77636,39989
137204,\,85495,39989
137205,\,96215,39989
137206,\,102984,39989
137207,\,40116,40093
137208,\,40115,40093
137209,\,40117,40093
137210,\,40118,40093
137211,\,5264,40093
137212,\,7935,40093
137213,\,9121,40093
137214,\,11205,40093
137215,\,25075,40093
137216,\,35139,40093
137217,\,36637,40093
137218,\,33505,40093
137219,\,53175,40093
137220,\,85499,40093
137221,\,95215,40093
137222,\,103046,40093
137223,\,7937,40114
137224,\,35140,40114
137225,\,53178,40114
137226,\,96237,40114
137227,\,103051,40114
137228,\,40632,40631
137229,\,7961,40676
137230,\,11283,40676
137231,\,25107,40676
137232,\,35175,40676
137233,\,36659,40676
137234,\,53199,40676
137235,\,75826,40676
137236,\,77649,40676
137237,\,83629,40676
137238,\,96258,40676
137239,\,40865,40838
137240,\,40867,40838
137241,\,35184,40838
137242,\,35183,40838
137243,\,35185,40838
137244,\,35188,40838
137245,\,35187,40838
137246,\,35189,40838
137247,\,7884,43494
137248,\,9147,43494
137249,\,53253,43494
137250,\,83657,43494
137251,\,96331,43494
137252,\,43462,43527
137253,\,43464,43527
137254,\,43465,43527
137255,\,40414,40423
137256,\,40421,40423
137257,\,40423,40470
137258,\,83637,41037
137259,\,10358,35820
137260,\,29046,29063
137261,\,29061,29063
137262,\,29048,29063
137263,\,29059,29063
137264,\,44448,29063
137265,\,36511,31662
137266,\,32040,32047
137267,\,36523,32047
137268,\,105993,112163
137269,\,105992,112163
137270,\,107597,112165
137271,\,105993,112165
137272,\,105992,112165
137273,\,7924,39941
137274,\,9114,39941
137275,\,25062,39941
137276,\,103110,39941
137277,\,25093,40448
137278,\,35161,40448
137279,\,36118,40448
137280,\,36645,40448
137281,\,84816,40448
137282,\,96247,40448
137283,\,29452,40448
137284,\,40162,40448
137285,\,31782,40617
137286,\,11274,40617
137287,\,25103,40617
137288,\,29576,40617
137289,\,36648,40617
137290,\,53197,40617
137291,\,75824,40617
137292,\,77648,40617
137293,\,85509,40617
137294,\,96253,40617
137295,\,5117,43693
137296,\,8024,43693
137297,\,9154,43693
137298,\,11338,43693
137299,\,25164,43693
137300,\,29579,43693
137301,\,33562,43693
137302,\,35228,43693
137303,\,36714,43693
137304,\,43580,43693
137305,\,43582,43693
137306,\,43585,43693
137307,\,43586,43693
137308,\,43589,43693
137309,\,43594,43693
137310,\,43610,43693
137311,\,53257,43693
137312,\,5117,43692
137313,\,8024,43692
137314,\,9154,43692
137315,\,11338,43692
137316,\,25164,43692
137317,\,29579,43692
137318,\,33562,43692
137319,\,35228,43692
137320,\,36714,43692
137321,\,43577,43692
137322,\,43582,43692
137323,\,43585,43692
137324,\,43586,43692
137325,\,43589,43692
137326,\,43594,43692
137327,\,43610,43692
137328,\,53257,43692
137329,\,112062,28995
137330,\,95679,28995
137331,\,5258,31915
137332,\,7664,31915
137333,\,8150,31915
137334,\,9518,31915
137335,\,9711,31915
137336,\,17217,31915
137337,\,24986,31915
137338,\,29564,31915
137339,\,33446,31915
137340,\,36113,31915
137341,\,36601,31915
137342,\,43360,31915
137343,\,49227,31915
137344,\,62381,31915
137345,\,75668,31915
137346,\,77628,31915
137347,\,31720,33933
137348,\,31745,33933
137349,\,31714,33933
137350,\,31715,33933
137351,\,31716,33933
137352,\,31717,33933
137353,\,31718,33933
137354,\,31719,33933
137355,\,31722,33933
137356,\,31723,33933
137357,\,31724,33933
137358,\,17235,40483
137359,\,29044,29063
137360,\,29572,40483
137361,\,35162,40483
137362,\,43375,40483
137363,\,49235,40483
137364,\,62389,40483
137365,\,75822,40483
137366,\,77646,40483
137367,\,83625,40483
137368,\,105419,40483
137369,\,111974,43808
137370,\,3329,43882
137371,\,5403,43882
137372,\,6031,43882
137373,\,6035,43882
137374,\,11865,43882
137375,\,23234,43882
137376,\,30166,43882
137377,\,30169,43882
137378,\,33001,43882
137379,\,33572,43882
137380,\,34157,43882
137381,\,34737,43882
137382,\,37264,43882
137383,\,43825,43882
137384,\,43832,43882
137385,\,43835,43882
137386,\,77663,43882
137387,\,6050,44132
137388,\,11872,44132
137389,\,23249,44132
137390,\,33575,44132
137391,\,37283,44132
137392,\,51362,44132
137393,\,74341,44132
137394,\,77668,44132
137395,\,95514,44132
137396,\,93928,44132
137397,\,104014,44132
137398,\,44127,44132
137399,\,43843,43856
137400,\,43854,43856
137401,\,43858,43856
137402,\,43863,43856
137403,\,43864,43856
137404,\,43873,43856
137405,\,43970,43856
137406,\,43972,43856
137407,\,43979,43856
137408,\,43980,43856
137409,\,11347,44426
137410,\,25187,44426
137411,\,29588,44426
137412,\,35244,44426
137413,\,75882,44426
137414,\,96366,44426
137415,\,103650,44426
137416,\,8046,44282
137417,\,15045,44282
137418,\,17269,44282
137419,\,29580,44282
137420,\,35232,44282
137421,\,43422,44282
137422,\,75872,44282
137423,\,77672,44282
137424,\,83678,44282
137425,\,91248,44282
137426,\,96354,44282
137427,\,105425,44282
137428,\,109908,44282
137429,\,44292,44282
137430,\,44301,44282
137431,\,44281,44282
137432,\,8047,44317
137433,\,9146,44317
137434,\,33581,44317
137435,\,43424,44317
137436,\,83692,44317
137437,\,85562,44317
137438,\,96363,44317
137439,\,103153,44317
137440,\,43434,44617
137441,\,49285,44617
137442,\,62396,44617
137443,\,75892,44617
137444,\,85573,44617
137445,\,105434,44617
137446,\,6059,45454
137447,\,16542,45454
137448,\,27382,45454
137449,\,33624,45454
137450,\,40261,45454
137451,\,73784,45454
137452,\,74346,45454
137453,\,83706,45454
137454,\,45442,45454
137455,\,1740,45465
137456,\,5411,45465
137457,\,6060,45465
137458,\,23258,45465
137459,\,25096,40483
137460,\,33626,45465
137461,\,37297,45465
137462,\,41690,45465
137463,\,20606,45465
137464,\,44103,45465
137465,\,44535,45465
137466,\,45459,45465
137467,\,45460,45465
137468,\,45462,45465
137469,\,45463,45465
137470,\,45464,45465
137471,\,45466,45465
137472,\,45473,45465
137473,\,51368,45465
137474,\,49665,45465
137475,\,74347,45465
137476,\,77693,45465
137477,\,81104,45465
137478,\,85593,45465
137479,\,87858,45465
137480,\,96412,45465
137481,\,104016,45465
137482,\,109644,45465
137483,\,8138,45528
137484,\,9330,45528
137485,\,30194,45528
137486,\,37304,45528
137487,\,51370,45528
137488,\,74348,45528
137489,\,83707,45528
137490,\,96414,45528
137491,\,5414,46195
137492,\,6078,46195
137493,\,9340,46195
137494,\,11906,46195
137495,\,12772,46195
137496,\,23276,46195
137497,\,24929,46195
137498,\,30223,46195
137499,\,35993,46195
137500,\,37331,46195
137501,\,38503,46195
137502,\,29596,46195
137503,\,46192,46195
137504,\,46555,46195
137505,\,51386,46195
137506,\,63416,46195
137507,\,74361,46195
137508,\,75618,46195
137509,\,77708,46195
137510,\,5414,46194
137511,\,6078,46194
137512,\,9340,46194
137513,\,11906,46194
137514,\,12772,46194
137515,\,23276,46194
137516,\,24929,46194
137517,\,30223,46194
137518,\,35993,46194
137519,\,37331,46194
137520,\,38503,46194
137521,\,29596,46194
137522,\,46556,46194
137523,\,46555,46194
137524,\,51386,46194
137525,\,63416,46194
137526,\,74361,46194
137527,\,75618,46194
137528,\,77708,46194
137529,\,6065,45557
137530,\,11880,45557
137531,\,30198,45557
137532,\,37307,45557
137533,\,45571,45557
137534,\,85595,45557
137535,\,96415,45557
137536,\,103175,45557
137537,\,45610,45601
137538,\,45612,45601
137539,\,45628,45601
137540,\,11907,46198
137541,\,23277,46198
137542,\,33658,46198
137543,\,37332,46198
137544,\,46199,46198
137545,\,46203,46198
137546,\,46207,46198
137547,\,46208,46198
137548,\,51387,46198
137549,\,74362,46198
137550,\,77709,46198
137551,\,82852,46198
137552,\,83587,46198
137553,\,83730,46198
137554,\,85612,46198
137555,\,96088,46198
137556,\,96434,46198
137557,\,104033,46198
137558,\,45682,46338
137559,\,30187,45465
137560,\,41750,46514
137561,\,45505,46514
137562,\,45518,46514
137563,\,46511,46514
137564,\,46513,46514
137565,\,46519,46514
137566,\,51399,46514
137567,\,83740,46514
137568,\,8419,47272
137569,\,35312,47272
137570,\,36777,47272
137571,\,47338,47337
137572,\,48109,47337
137573,\,48115,47337
137574,\,48144,47337
137575,\,48160,47337
137576,\,8424,47314
137577,\,85630,47314
137578,\,96498,47314
137579,\,8433,47463
137580,\,35319,47463
137581,\,53310,47463
137582,\,11410,47755
137583,\,25243,47755
137584,\,33751,47755
137585,\,35327,47755
137586,\,53312,47755
137587,\,8435,47488
137588,\,17322,47488
137589,\,25240,47488
137590,\,33741,47488
137591,\,35320,47488
137592,\,43466,47488
137593,\,83763,47488
137594,\,96500,47488
137595,\,105439,47488
137596,\,47559,47707
137597,\,47624,47707
137598,\,47590,47707
137599,\,47544,47707
137600,\,112175,47707
137601,\,47581,47707
137602,\,17334,47827
137603,\,25041,47827
137604,\,25246,47827
137605,\,29527,47827
137606,\,29607,47827
137607,\,33758,47827
137608,\,35335,47827
137609,\,37424,47827
137610,\,37669,47827
137611,\,40686,47827
137612,\,43475,47827
137613,\,49311,47827
137614,\,77740,47827
137615,\,82969,47827
137616,\,83776,47827
137617,\,84972,47827
137618,\,85638,47827
137619,\,95440,47827
137620,\,17345,47891
137621,\,35339,47891
137622,\,48770,48767
137623,\,33747,47710
137624,\,43472,47710
137625,\,29604,47710
137626,\,47707,47710
137627,\,49307,47710
137628,\,75951,47710
137629,\,85635,47710
137630,\,96514,47710
137631,\,105444,47710
137632,\,8449,47716
137633,\,17331,47716
137634,\,29605,47716
137635,\,33749,47716
137636,\,35325,47716
137637,\,43473,47716
137638,\,49308,47716
137639,\,62403,47716
137640,\,112050,47716
137641,\,85636,47716
137642,\,96515,47716
137643,\,103213,47716
137644,\,105445,47716
137645,\,36141,47716
137646,\,8449,47864
137647,\,17331,47864
137648,\,29605,47864
137649,\,33749,47864
137650,\,35325,47864
137651,\,43473,47864
137652,\,49308,47864
137653,\,62403,47864
137654,\,75952,47864
137655,\,112050,47864
137656,\,85636,47864
137657,\,96515,47864
137658,\,105445,47864
137659,\,30240,46514
137660,\,8215,48752
137661,\,8515,48752
137662,\,17389,48752
137663,\,33787,48752
137664,\,35366,48752
137665,\,43494,48752
137666,\,49330,48752
137667,\,62407,48752
137668,\,77747,48752
137669,\,85647,48752
137670,\,96533,48752
137671,\,103222,48752
137672,\,105448,48752
137673,\,2703,50427
137674,\,3044,50427
137675,\,50375,50427
137676,\,55338,50427
137677,\,2707,50446
137678,\,2712,50446
137679,\,6198,50446
137680,\,12033,50446
137681,\,15443,50446
137682,\,17969,50446
137683,\,23370,50446
137684,\,25312,50446
137685,\,27436,50446
137686,\,27496,50446
137687,\,28390,50446
137688,\,37451,50446
137689,\,37454,50446
137690,\,41900,50446
137691,\,41902,50446
137692,\,49060,50446
137693,\,51479,50446
137694,\,50572,50649
137695,\,50573,50649
137696,\,50574,50649
137697,\,50575,50649
137698,\,50577,50649
137699,\,50578,50649
137700,\,50580,50649
137701,\,50581,50649
137702,\,2978,54903
137703,\,37608,54903
137704,\,88683,54903
137705,\,104165,54903
137706,\,106766,54903
137707,\,56001,56226
137708,\,56162,56226
137709,\,57827,58236
137710,\,53569,49527
137711,\,53574,49527
137712,\,53586,49527
137713,\,53605,49527
137714,\,53593,49527
137715,\,53610,49527
137716,\,53599,49527
137717,\,54389,49527
137718,\,49210,49227
137719,\,49211,49227
137720,\,49212,49227
137721,\,49210,49307
137722,\,49212,49307
137723,\,2832,49330
137724,\,9355,49330
137725,\,12015,49330
137726,\,27461,49330
137727,\,28362,49330
137728,\,37426,49330
137729,\,41940,49330
137730,\,66887,49330
137731,\,74445,49330
137732,\,77767,49330
137733,\,83826,49330
137734,\,85670,49330
137735,\,93438,49330
137736,\,103237,49330
137737,\,104094,49330
137738,\,104131,49330
137739,\,6174,49149
137740,\,49198,49149
137741,\,49199,49149
137742,\,49200,49149
137743,\,49201,49149
137744,\,49203,49149
137745,\,49204,49149
137746,\,49206,49149
137747,\,93422,49149
137748,\,12003,49174
137749,\,23354,49174
137750,\,30272,49174
137751,\,77757,49174
137752,\,28355,49298
137753,\,49296,49298
137754,\,49297,49298
137755,\,66883,49298
137756,\,74441,49298
137757,\,83820,49298
137758,\,93434,49298
137759,\,5633,48752
137760,\,49296,49306
137761,\,49297,49306
137762,\,66883,49306
137763,\,74441,49306
137764,\,83820,49306
137765,\,85665,49306
137766,\,93434,49306
137767,\,47492,49306
137768,\,49497,49492
137769,\,49555,49580
137770,\,49556,49580
137771,\,49557,49580
137772,\,49559,49580
137773,\,49565,49580
137774,\,49567,49580
137775,\,49571,49580
137776,\,49589,49580
137777,\,49597,49580
137778,\,49619,49580
137779,\,49624,49580
137780,\,49637,49580
137781,\,49638,49580
137782,\,49879,49580
137783,\,49887,49580
137784,\,49892,49580
137785,\,49658,49580
137786,\,49699,49580
137787,\,6189,50024
137788,\,9359,50024
137789,\,12024,50024
137790,\,28379,50024
137791,\,30306,50024
137792,\,37442,50024
137793,\,29620,50024
137794,\,51473,50024
137795,\,54659,50024
137796,\,55086,50024
137797,\,55094,50024
137798,\,55093,50024
137799,\,55145,50024
137800,\,55144,50024
137801,\,55147,50024
137802,\,55149,50024
137803,\,55151,50024
137804,\,74450,50024
137805,\,83835,50024
137806,\,6194,50333
137807,\,12028,50333
137808,\,37447,50333
137809,\,50338,50333
137810,\,51476,50333
137811,\,74454,50333
137812,\,77779,50333
137813,\,93457,50333
137814,\,28392,50481
137815,\,50545,50540
137816,\,50546,50540
137817,\,50547,50540
137818,\,50548,50540
137819,\,9371,51724
137820,\,12055,51724
137821,\,28433,51724
137822,\,51712,51724
137823,\,51713,51724
137824,\,51765,51724
137825,\,51766,51724
137826,\,51767,51724
137827,\,51768,51724
137828,\,51771,51724
137829,\,77794,51724
137830,\,83879,51724
137831,\,85713,51724
